,h_veg,r_st,LAI_min,LAI_max,Vr,alpha_veg,Vcan,k,f_red,z0,rs_soi,Ve,a,Vsoi,Vepi,Kepi,alpha_soi,Pm,Epotm,Tm,AI,ro_P_E,ETSI,PSI,Ip,Hp,H95,Dp,DS,DTR,RHm,WSm,Radm,CO2,Classes
10757301,22.551,392.98,38.124,8.9562,373.05,0.10386,0.34603,0.53975,0.026532,0.011837,13.809,36.677,3.1234,646.5,371.44,36.06,0.35805,873.96,526.79,10.863,0.60277,-0.80935,0.65883,0.19966,4.9013,1.0988,22,3.5838,0.66667,7.016,73.112,5.9813,37.618,352.14,C2
3369896,1.1922,70.693,10.526,1.8152,114.79,0.2493,0.2174,0.69327,0.078131,0.0065683,22.081,30.244,2.1975,39.819,488.32,18.433,0.39284,82.759,1310.1,19.94,15.831,-0.84228,0.55572,0.88963,5.2824,24.249,213.2,1.4662,0,14.515,28.11,4.0149,45.809,352.14,C1
4825801,0.87729,52.104,97.315,2.3673,135.45,0.17845,0.36284,0.5536,0.083279,0.011941,83.217,7.1905,3.331,496.55,553.42,24.25,0.30201,681.48,393.32,2.2226,0.57715,0.3161,0.85972,0.18534,4.9045,1.6386,24,2.6486,209.53,10.522,76.485,3.1674,33.617,352.14,C4
2443438,0.40757,147.14,64.752,3.0193,150.08,0.23116,0.20255,0.57425,0.032355,0.00045712,68.336,41.709,1.11,648.66,699.97,33.171,0.30977,1234.6,502.57,15.216,0.40708,-0.7457,0.74963,0.18411,9.6653,1.8926,24.4,2.4133,9.5667,10.5,67.687,2.7473,39.625,796.37,C4
10046827,32.843,297.18,94.507,7.88,279.57,0.11522,0.27172,0.57025,0.11118,0.0043911,66.828,31.473,2.2554,357.89,393.73,32.701,0.35897,481.76,883.13,18.909,1.8331,-0.83673,0.73409,0.94294,8.8952,5.7761,169.7,2.9615,0,12.863,32.89,2.6978,43.351,610.55,C2
15131241,34.744,451.39,61.273,7.8616,241.48,0.10122,0.3671,0.48475,0.12233,0.0091436,24.442,29.611,2.0864,465.83,562.6,20.764,0.354,603.81,725.62,13.495,1.2017,-0.3683,0.78549,0.15906,5.4631,2.3891,25,1.9762,16.133,9.5882,62.171,4.6111,39.891,610.55,C2
3286701,0.91373,65.55,25.601,1.777,126.99,0.24153,0.23643,0.6562,0.10347,0.00097604,9.1023,16.206,1.3099,630.88,450.27,49.612,0.34554,809.87,382.19,8.5639,0.47192,0.76278,0.81485,0.21556,5.1174,1.3498,18.3,2.5051,76.1,8.664,79.523,3.228,35.884,531.92,C4
3875787,1.3582,119.62,32.484,4.0791,154.67,0.16498,0.2962,0.45111,0.13555,0.0044926,17.715,41.238,2.1517,236.28,661.47,49.357,0.30758,612.43,709.63,18.494,1.1587,-0.84928,0.76942,0.78028,8.2468,3.9674,125.7,2.737,98.467,11.841,44.093,2.0629,42.751,352.14,C4
13945117,22.741,403.73,47.026,8.5737,334.27,0.12306,0.21485,0.44655,0.13831,0.0089897,36.427,15.551,4.3086,244.64,244.15,32.265,0.36914,76.129,895.68,17.155,11.765,-0.45501,0.54882,0.87602,3.74,18.709,220,1.467,1.9,15.137,18.661,1.6036,44.748,352.14,C1
8522531,1.0425,123.23,19.692,2.7009,147.69,0.22652,0.31899,0.51159,0.074453,0.0084303,0.32823,30.51,3.0188,227.36,672.03,35.136,0.37246,633.58,481.01,16.227,0.75919,-0.83305,0.85111,0.63212,7.258,3.3142,63.7,2.3609,0,12.582,64.169,1.9794,39.979,352.14,C4
5641750,1.4286,124.71,94.756,4.3666,153.23,0.17721,0.22103,0.58434,0.0088098,0.0052496,93.11,24.665,4.2666,66.385,432.59,11.277,0.35801,497.34,751.27,19.209,1.5106,-0.9488,0.77547,0.5579,7.9501,4.9163,62.8,2.1364,0,14.481,53.909,2.5091,43.505,429.36,C3
13341206,25.449,494.14,52.889,6.1427,233.74,0.10853,0.30645,0.67387,0.076996,0.007598,89.907,26.674,4.9908,115.24,437.28,28.524,0.32685,514,787.7,18.551,1.5325,-0.94795,0.51146,0.46672,7.9701,4.7162,49.65,1.8757,0,10.662,67.14,4.648,43.535,352.14,C3
12616346,28.226,498.09,85.011,9.4222,268.19,0.15302,0.39615,0.68921,0.14848,0.00037711,42.551,7.2651,1.5879,390.56,242.35,16.007,0.36193,402.6,542.14,13.483,1.3466,-0.73464,0.78581,0.46209,6.3304,4.8877,54,2.1817,0,12.577,55.594,1.5286,40.23,429.36,C1
9996254,17.161,178.61,84.095,6.9851,230.41,0.12364,0.35177,0.57459,0.091081,0.0129,77.742,32.45,3.0295,510.95,316.1,30.558,0.30856,524.35,581.04,4.5885,1.1081,0.70964,0.87703,0.44357,5.2938,2.7029,33,2.0379,180.93,10.959,63.248,4.3037,35.222,531.92,C2
11551311,20.969,448.56,89.554,8.752,343.77,0.10579,0.31213,0.53003,0.1353,0.0047523,31.115,22.944,1.1548,640.55,284.33,32.529,0.3311,273.31,800.35,6.5907,2.9284,-0.548,0.79988,0.16896,3.9835,4.3711,36,1.9191,152.9,11.031,54.287,4.9818,38.025,531.92,C1
10048407,17.161,178.61,84.095,6.9851,230.41,0.12364,0.35177,0.57459,0.091081,0.0129,77.742,32.45,3.0295,510.95,316.1,30.558,0.30856,1824.2,366.41,7.6989,0.20086,-0.91413,0.95655,0.34382,8.8997,0.79947,17,3.8975,2.6333,7.0179,76.943,3.1377,34.648,610.55,C4
3280899,1.2726,65.388,16.292,3.8053,125.5,0.23838,0.32719,0.56855,0.056738,0.0079525,47.802,35.509,3.7612,30.718,271.79,24.437,0.36518,106.76,1817.2,25.852,17.022,-0.37495,0.3056,1.0299,7.0721,24.191,230,1.6231,0,13.936,6.4483,4.6433,49.562,352.14,C2
8897671,19.39,183.3,44.691,8.4864,229.4,0.12024,0.201,0.65138,0.11586,0.00063083,3.444,9.9084,2.6017,566.64,392.85,17.239,0.36822,684.63,612.89,12.362,0.89522,-0.70307,0.80907,0.18722,5.4398,1.9156,24.1,2.4037,63.767,8.1781,59.57,3.2319,38.119,796.37,C3
2688801,1.4222,140.92,62.631,1.9469,168.71,0.16738,0.30063,0.4388,0.12556,0.00043449,22.503,14.732,5.402,134.83,364.12,21.248,0.34319,556.61,591.93,17.102,1.0635,-0.87781,0.83588,0.66104,7.5558,4.0308,108.2,2.4716,53.333,13.569,47.605,1.5337,41.39,531.92,C4
11484542,32.527,183.45,53.396,7.8019,294.1,0.14781,0.38912,0.59514,0.11775,0.0053432,15.68,14.543,2.9832,380.97,617.97,11.834,0.31979,525.03,575.9,16.08,1.0969,-0.70671,0.75812,0.29952,5.7166,3.0945,37,2.1616,0,12.254,53.726,1.1715,41.61,796.37,C2
7924904,1.4321,107.85,95.938,2.9789,184.92,0.22767,0.22073,0.41877,0.042005,0.0012883,89.904,8.0337,3.4259,477.86,530.81,10.131,0.31927,477.26,724.06,14.815,1.5171,0.43578,0.73713,0.39875,5.0696,2.9964,31,2.1174,4.0333,10.856,42.766,1.6754,41.808,352.14,C2
17080582,18.393,158.64,54.785,7.2961,276.13,0.10053,0.33279,0.62456,0.099577,0.0045335,85.199,30.707,2.9066,342.15,675.22,1.1486,0.39829,919.37,510.38,15.182,0.55514,-0.59698,0.93884,0.28057,8.4193,2.359,24,2.3243,0,10.958,62.897,2.12,39.078,429.36,C3
2165318,1.3106,94.861,81.767,2.1932,111.86,0.24755,0.33097,0.44981,0.026532,0.011837,13.809,36.677,3.1234,646.5,371.44,36.06,0.35805,671.01,400.51,6.9439,0.59688,0.83512,0.81531,0.19356,4.0676,1.346,16,2.3402,101.9,8.3897,73.497,3.496,35.072,352.14,C3
3697400,0.91647,128.53,93.967,3.0774,164.19,0.17614,0.21552,0.60348,0.08951,0.0049039,54.936,19.186,1.9656,60.957,366.23,23.515,0.30974,426.92,1070.5,20.698,2.5075,-0.69018,0.68563,0.57491,7.8955,5.8183,65,1.6934,0,11.335,34.117,2.4707,45.959,610.55,C3
6532978,0.46649,136.4,57.601,1.7367,166.22,0.23895,0.30894,0.58437,0.12233,0.0091436,24.442,29.611,2.0864,465.83,562.6,20.764,0.354,682.78,513.36,11.943,0.75187,-0.82156,0.73746,0.1833,3.9326,1.2522,21,2.548,0,8.2955,73.707,4.9387,37.915,610.55,C3
15236298,20.696,261.24,31.685,5.9022,311.54,0.1534,0.24844,0.66523,0.070495,0.0011232,35.749,27.689,4.6709,98.063,349.28,33.763,0.3759,92.094,1089.1,20.216,11.826,-0.76599,0.58807,0.46528,4.4565,21.137,136.25,1.4559,0,13.877,35.039,4.0736,44.756,352.14,C1
10561562,10.679,208.23,63.336,8.3888,315.98,0.14049,0.38623,0.64827,0.10084,0.010569,98.203,28.653,0.217,370.61,627.41,36.214,0.36291,736.94,336.32,5.9917,0.45637,-0.247,0.89452,0.14908,4.2702,1.2601,17,2.7771,3.5667,6.4013,77.425,1.989,34.768,610.55,C3
1015530,0.69793,137.14,29.658,2.2037,108.66,0.19857,0.27519,0.60598,0.13656,0.0098115,94.88,28.744,3.1122,146.34,616.15,33.277,0.37388,240.47,686.47,16.904,2.8547,-0.44937,0.66963,0.32336,5.43,7.3962,55.1,1.9772,0,12.025,35.554,1.6994,42.258,610.55,C2
3498046,1.1903,49.228,24.162,1.8491,112.06,0.19493,0.32355,0.51138,0.1382,0.0092179,29.067,37.28,1.5027,585.52,260.5,22.315,0.3921,471.25,487.6,3.687,1.0347,0.82538,0.85589,0.32929,4.4283,2.4554,28,2.0945,188.03,10.835,65.945,3.2182,34.576,429.36,C3
8810619,23.94,463.17,6.9636,9.0323,313.81,0.12197,0.21983,0.63609,0.039944,0.0067174,8.6504,40.238,1.2637,214.05,418.44,8.5666,0.33493,534.52,818.28,21.116,1.5309,-0.95994,0.51162,0.54347,9.6043,5.6608,60.8,2.1759,0,11.8,59.238,2.8207,45.379,796.37,C3
12483134,21.25,388.3,45.458,6.6005,115.51,0.10412,0.26935,0.51952,0.019048,0.0021007,36.697,7.0127,2.4129,37.8,347.83,28.822,0.39525,78.546,954.03,19.243,12.146,-0.50826,0.57864,0.8985,3.7072,18.851,215.1,1.4839,0.43333,14.606,19.052,1.901,45.382,352.14,C1
16619027,20.238,247.75,25.484,5.0143,384.53,0.11797,0.24329,0.67768,0.069017,0.0030237,27.74,23.282,1.9872,612.25,230.28,34.752,0.30051,745.65,527.63,11.893,0.70761,-0.7363,0.77729,0.16638,5.2566,1.6326,25,2.4282,0.83333,7.7037,71.409,4.5443,37.658,531.92,C3
7796559,0.56273,70.543,48.395,2.8476,175.62,0.22259,0.22418,0.45473,0.072769,0.010791,56.9,21.767,2.5546,525.76,301.17,7.2391,0.34399,641.79,463.89,14.005,0.72281,-0.32481,0.83781,0.21466,6.3196,2.6645,29.1,2.4739,35.533,11.501,67.515,2.1421,38.973,429.36,C3
16072599,25.255,235.45,96.676,7.0488,306.55,0.13064,0.37013,0.66551,0.0076586,0.01207,1.7954,19.516,3.0036,481.8,422.98,27.687,0.32982,939.5,447.1,11.273,0.4759,0.25439,0.75674,0.13195,4.2614,0.71337,14.45,3.8184,11.3,8.4279,70.499,3.1507,37.167,610.55,C2
1514403,0.53598,135.83,30.216,1.6138,122.64,0.24579,0.26791,0.61393,0.041596,0.0035717,88.929,10.139,2.6169,318.05,575.46,44.592,0.38804,2210.1,311.46,4.1388,0.14093,-0.10118,0.79277,0.075903,8.2747,0.38416,13.4,6.1413,156.97,6.527,83.308,2.1417,34.471,429.36,C4
492980,1.4399,142.92,6.5529,3.9216,116.23,0.21083,0.30304,0.61076,0.0050578,0.012582,60.541,23.819,3.5938,89.408,514.24,46.191,0.34178,229.18,1299.8,22.66,5.6717,-0.92166,0.3821,0.71271,7.278,11.014,142.75,1.833,0,10.033,41.607,5.0465,47.038,429.36,C2
12435946,17.697,456.03,9.4761,6.2013,123.81,0.1498,0.39673,0.64962,0.10317,0.01266,99.779,5.6509,3.9934,29.104,664.73,5.9222,0.30041,6.0345,1828.2,26.342,302.96,-0.56418,0.35716,1.2478,3.0307,279.95,1109.4,1.56,0,16.217,12.005,5.2183,48.733,429.36,C1
12819435,29.524,457.28,83.951,9.8289,268.11,0.15106,0.36294,0.6862,0.024257,0.010259,24.778,44.927,5.8107,232.95,581.51,1.2722,0.32015,338.82,962.4,20.313,2.8405,-0.84121,0.53466,0.98328,8.6392,8.4384,178.25,2.0881,0,12.159,41.09,2.5988,46.089,352.14,C2
